file;sent_id;source;cue;content;polarity;sent_text;negation;certainty;negation_NLTK;group;centroid
thinktwice-com_20170627T191857;378;I ;know ;what to do ;negative;Her second shot is coming up and I do n't know what to do .;Confirm;certain;Deny;0;to how he was invited to an inaugural ball 
thinktwice-com_20170627T191857;380;you ;believe ;the vaccine is toxic or potentially dangerous ;positive;If you believe the vaccine is toxic or potentially dangerous , then I do n't see how continuing to inject your daughter with it can be beneficial .;Confirm;uncertain;Deny;9;about his vaccines 
thinktwice-com_20170627T191857;401;the U.S. government ;deny ;the problem ;positive;Yet , USA doctors and the U.S. government continue to deny the problem , and children continue to become damaged as a result .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
thinktwice-com_20170627T191857;408;The doctor ;commented ;how healthy he was ;positive;( The doctor commented how well he was doing , and how healthy he was . );Confirm;certain;Confirm;13;to get their children vaccinated 
thinktwice-com_20170627T191857;411;I ;knowing ;that I would lose him 5 days later ;positive;I thought what I was doing was the right thing for my child , and even better than having him get all at one time , not knowing at the time that I would lose him 5 days later .;Confirm;certain;Deny;3;it was like I was a completely different baby afterwards 
thinktwice-com_20170627T191857;412;I ;believed ;it was the shot ;positive;From the day he passed away , I believed it was the shot .;Confirm;certain;Confirm;0;to how he was invited to an inaugural ball 
thinktwice-com_20170627T191857;415;I ;known ;what vaccines can do , and have done ;negative;If I had only known what vaccines can do , and have done , I may have reconsidered , so I thank you for putting out so much information on this .;Confirm;uncertain;Confirm;9;about his vaccines 
thinktwice-com_20170627T191857;416;I ;know ;what may have happened ;negative;I did n't know at the time what may have happened , but I will do what I have to do to save another life .;Confirm;certain;Deny;12;the latter seemed more like a common cold 
thinktwice-com_20170627T191857;430;The medical community ;deny ;any relations of my MS to the vaccines ;positive;The medical community is quick to deny any relations of my MS to the vaccines .;Confirm;certain;Confirm;9;about his vaccines 
thinktwice-com_20170627T225319;29;who ;think ;they have got the umbrella protection ;negative;"According to Dr. Sarah Dean , who oversaw the study , "" This means there could be a lot of children who think they have got the umbrella protection "" yet remain at risk .";Confirm;certain;Confirm;12;the latter seemed more like a common cold 
thinktwice-com_20170627T225319;33;80 percent of all U.K. doctors ;recommend ;the second dose to a wavering parent ;negative;"Fifty-one percent of all U.K. doctors and nurses had reservations about or disagreed with the policy of giving an MMR booster shot , and 80 percent of all U.K. doctors would not "" unequivocally recommend "" the second dose to a wavering parent ( Figure 50 ) .";Confirm;certain;Deny;10;when they may get chickenpox vaccine 
thinktwice-com_20170627T225319;36;The medical community ;denies ;any connection between the MMR vaccine and autism ;negative;The medical community vociferously denies any connection between the MMR vaccine and autism .;Confirm;certain;Confirm;1;vaccines can cause autism 
thinktwice-com_20170627T225319;54;The MMR vaccine manufacturer ;confirm ;the tragic possibilities ;positive;The MMR vaccine manufacturer , plus numerous unsolicited personal stories , confirm the tragic possibilities .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
thinktwice-com_20170627T225319;55;concerned parents ;demanded ;the individual shots ;positive;( 27 ) Thus , when Wakefield 's research was first publicized , concerned parents quickly rejected the MMR vaccine and demanded instead the individual shots .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
thinktwice-com_20170627T225319;56;Several doctors ;supported ;Wakefield 's recommendation ;positive;Several doctors initially supported Wakefield 's recommendation and complied with their clients ' requests .;Confirm;certain;Confirm;14;that there is no evidence of a link 
thinktwice-com_20170627T225319;63;which ;suggested ;that MMR may be linked to autism ;positive;Note : In January 2010 , a British medical panel concluded that Dr. Wakefield had violated ethics rules , prompting The Lancet to retract his 1998 research paper which suggested that MMR may be linked to autism .;Confirm;uncertain;Confirm;1;vaccines can cause autism 
thinktwice-com_20170627T225319;84;They ;told ;that her daughter may die as a result of this ;negative;They told her that her daughter may die as a result of this .;Confirm;uncertain;Confirm;3;it was like I was a completely different baby afterwards 
thinktwice-com_20170627T225319;87;her mother ;believe ;that the vaccination was n't to ;positive;The post mortem revealed a viral infection and traces of pneumonia , but her mother and I find it very hard to believe that the vaccination was n't to blame .;Confirm;certain;Deny;10;when they may get chickenpox vaccine 
thinktwice-com_20170627T225319;103;We ;decided ;to stop all medications five weeks ago ;positive;We decided to stop all medications five weeks ago and his grand mal fits have stopped .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
thinktwice-com_20170627T225319;108;I ;sure ;it is documented and the government is made aware ;negative;I want to be sure it is documented and the government is made aware .;Confirm;certain;Confirm;6;the quick response prevented the outbreak from getting worse 
thinktwice-com_20170627T225319;132;I ;decided ;I could drive the 20 miles home ;positive;After ten minutes of holding my head between my knees in a dirty gas station bathroom , I decided I could drive the 20 miles home .;Confirm;certain;Confirm;2;others for every little thing 
thinktwice-com_20170627T225319;137;The doctors ;consider ;that the shots caused the illness ;negative;The doctors would not even consider that the shots caused the illness .;Confirm;certain;Deny;1;vaccines can cause autism 
thinktwice-com_20170627T225319;139;The doctors ;said ;I would n't be able to attend school ;negative;The doctors went through the usual tantrums and said I would n't be able to attend school .;Confirm;certain;Deny;3;it was like I was a completely different baby afterwards 
thinktwice-com_20170627T225319;140;my parents ;said ;' Fine , he wo n't go , ' ;negative;When my parents said ' Fine , he wo n't go , ' the doctors gave in .;Confirm;certain;Deny;5;you go see it if you can 
thinktwice-com_20170627T225319;148;My family ;thinks ;I developed obsessive-compulsive disorder ;positive;My family thinks I developed obsessive-compulsive disorder .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
thinktwice-com_20170627T225319;153;my nursing school supervisor ;said ;it was a virus ;negative;The doctor told me that the MMR did not cause my sickness , and my nursing school supervisor said it was a virus .;Confirm;certain;Deny;10;when they may get chickenpox vaccine 
thinktwice-com_20170627T225319;154;the medical establishment ;deny ;vaccine reactions ;positive;Why does the medical establishment deny vaccine reactions ?;Confirm;uncertain;Confirm;9;about his vaccines 
thinktwice-com_20170627T225319;155;they ;tell ;this important information ;negative;Why ca n't they tell us this important information and let us make educated responsible decisions .;Confirm;certain;Deny;14;that there is no evidence of a link 
tripadvisor-com-au_20140823T095105;6;I ;suppose ;it would be a bit more now than in 2012 ;positive;"I 'd say that vaccination is like insurance - and , as Australian Government suggests , if you can not afford travel insurance , you can not afford to travel ... I 'm not sure how much you were quoted for the course of vaccines , however , little research has turned up this site thetraveldoctor.com.au / blog/rabies vaccine / , which suggests that it might be quite reasonable ( I suppose it would be a bit more now than in 2012 , when it was written ) . """;Confirm;uncertain;Deny;2;others for every little thing 
tripadvisor-com-au_20140823T095105;9;I ;recommend ;you read ALL the posts on it ;positive;I would highly recommend you read ALL the posts on it .;Confirm;certain;Confirm;5;you go see it if you can 
